Year,Rank,TEAM,GP,W,L,Win %,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS,Champion,,,,,,,,
2023-24,1,Boston Celtics,82,64,18,0.780487805,3966,122.2,110.6,11.7,61.3,2.25,19.3,28.7,72.6,51.5,12.1,57.8,60.9,97.98,55.5,"8,090",1,,,,,,,,
2023-24,2,Denver Nuggets,82,57,25,0.695121951,3941,117.8,112.3,5.5,66.9,2.33,20.9,30,71.8,51.5,13,56.2,58.9,97.43,53.3,"7,996",0,,,,,,,,
2023-24,2,Oklahoma City Thunder,82,57,25,0.695121951,3961,118.3,111,7.3,60.9,2.14,19.4,25,69.8,48.4,12.5,57.3,60.8,100.85,53.8,"8,324",0,,,,,,,,
2023-24,4,Minnesota Timberwolves,82,56,26,0.682926829,3961,114.6,108.4,6.3,64.6,1.88,19.3,27.5,72.5,50.8,14.4,55.9,59.4,97.79,54.3,"8,081",0,,,,,,,,
2023-24,5,LA Clippers,82,51,31,0.62195122,3941,117.9,114.6,3.4,60.4,1.95,18.7,28.3,70.5,50.2,13.4,56.1,59.9,97.93,52,"8,040",0,,,,,,,,
2023-24,6,Dallas Mavericks,82,50,32,0.609756098,3941,117,114.9,2.1,59.6,2.05,18.5,25.7,71.1,48.5,12.4,56.2,59.2,100.6,50.6,"8,263",0,,,,,,,,
2023-24,6,New York Knicks,82,50,32,0.609756098,3946,117.3,112.4,4.9,59,1.84,17.8,33.3,72.9,52.7,13.8,54,57.4,95.96,51.5,"7,883",0,,,,,,,,
2023-24,8,Milwaukee Bucks,82,49,33,0.597560976,3961,117.6,115,2.6,61.5,2.05,19,25.5,73.1,49.9,12.8,56.8,60.1,100.51,51.1,"8,295",0,,,,,,,,
2023-24,8,New Orleans Pelicans,82,49,33,0.597560976,3941,116.5,111.9,4.6,63.4,2.07,19.4,27.8,72.5,50.5,13.2,55.8,59.1,98.7,52.4,"8,101",0,,,,,,,,
2023-24,8,Phoenix Suns,82,49,33,0.597560976,3956,116.8,113.7,3.1,63.7,1.82,19.4,29.2,71.4,51.4,15,56.5,60.3,99,52.7,"8,158",0,,,,,,,,
2023-24,11,Cleveland Cavaliers,82,48,34,0.585365854,3961,114.7,112.1,2.5,67.1,2.07,20.2,27.4,72.1,50.1,13.8,55.7,58.6,97.62,51.9,"8,053",0,,,,,,,,
2023-24,12,Indiana Pacers,82,47,35,0.573170732,3941,120.5,117.6,2.9,65.4,2.38,21,28.4,70,49.2,12.6,57.8,60.6,102.16,51.7,"8,389",0,,,,,,,,
2023-24,12,Los Angeles Lakers,82,47,35,0.573170732,3971,115.4,114.8,0.6,65.4,2.04,20.1,24.4,72.5,49.6,13.7,56.6,60.1,101.38,51.8,"8,387",0,,,,,,,,
2023-24,12,Orlando Magic,82,47,35,0.573170732,3956,112.9,110.8,2.2,61,1.68,18.1,29.7,73.7,51.5,15,54.1,57.7,97.37,51.3,"8,022",0,,,,,,,,
2023-24,12,Philadelphia 76ers,82,47,35,0.573170732,3956,116.2,113,3.1,60,2.07,18,29.2,70.1,49.3,12.2,53.2,57.4,98.17,50.6,"8,090",0,,,,,,,,
2023-24,16,Golden State Warriors,82,46,36,0.56097561,3966,116.9,114.5,2.4,67.1,2.05,20.1,31.5,72.5,52.1,14.2,55.7,58.6,99.91,51.2,"8,261",0,,,,,,,,
2023-24,16,Miami Heat,82,46,36,0.56097561,3951,113.3,111.5,1.8,64.8,2.04,19.1,26.1,73.4,49.8,13,53.8,57.8,96.88,50.9,"7,975",0,,,,,,,,
2023-24,16,Sacramento Kings,82,46,36,0.56097561,3971,116.2,114.4,1.8,65.4,2.16,19.9,28.5,74.4,50.7,13.1,55.6,58.2,99.46,50,"8,226",0,,,,,,,,
2023-24,19,Houston Rockets,82,41,41,0.5,3971,113.7,112.8,0.9,59.4,1.95,17.7,29.4,72.2,50.4,12.7,52.9,56.5,99.59,50.1,"8,248",0,,,,,,,,
2023-24,20,Chicago Bulls,82,39,43,0.475609756,3996,114,115.7,-1.7,59.4,2.04,18.2,29.1,71.7,50.1,12.4,53.4,56.8,96.94,49.3,"8,078",0,,,,,,,,
2023-24,21,Atlanta Hawks,82,36,46,0.43902439,3971,116.4,118.4,-2,61.8,1.96,18.4,30.8,71.7,50.4,13.3,53.9,57.6,100.84,48.2,"8,339",0,,,,,,,,
2023-24,22,Brooklyn Nets,82,32,50,0.390243902,3961,112.4,115.4,-2.9,63,1.95,18.6,28.9,71.5,49.7,13.4,53.1,56.1,97.56,48.3,"8,050",0,,,,,,,,
2023-24,23,Utah Jazz,82,31,51,0.37804878,3961,114.5,119.6,-5.1,64.8,1.74,18.9,32.5,71.7,52.1,15.5,53.9,57.9,100.26,47.8,"8,281",0,,,,,,,,
2023-24,24,Memphis Grizzlies,82,27,55,0.329268293,3956,106.8,113.7,-6.9,64.4,1.64,17.9,28.7,70.6,48.8,15.2,50.9,54.3,98.68,45.8,"8,128",0,,,,,,,,
2023-24,25,Toronto Raptors,82,25,57,0.304878049,3961,111.8,118.1,-6.3,67.4,2.04,19.9,28.1,69.4,48.4,13.9,53.5,56.6,99.91,47.4,"8,241",0,,,,,,,,
2023-24,26,San Antonio Spurs,82,22,60,0.268292683,3966,109.3,115.6,-6.4,71.2,1.97,20.5,26.9,72.1,49.2,14.8,53.2,56.3,101.8,48,"8,413",0,,,,,,,,
2023-24,27,Charlotte Hornets,82,21,61,0.256097561,3946,108.6,119.2,-10.6,62,1.8,18.4,25.3,70.9,47.5,14,52.9,56,97.81,44.7,"8,047",0,,,,,,,,
2023-24,27,Portland Trail Blazers,82,21,61,0.256097561,3976,107.6,116.6,-9,58.7,1.52,16.7,32,69.7,49.8,15.4,50.3,53.9,97.88,43.4,"8,103",0,,,,,,,,
2023-24,29,Washington Wizards,82,15,67,0.182926829,3946,110.2,118.9,-8.7,65,2,19.5,24,68.3,45.9,13.6,53.8,56.7,103.07,45.4,"8,461",0,,,,,,,,
2023-24,30,Detroit Pistons,82,14,68,0.170731707,3951,109,118,-9,62.3,1.67,18.2,27.7,73,49.9,15.1,52.6,56.2,100.45,44.9,"8,269",0,,,,,,,,
2022-23,1,Milwaukee Bucks,82,58,24,0.707317073,3966,114.3,110.9,3.4,60.4,1.76,18.1,28.4,74.5,52.1,14.3,55.5,58.3,101.45,52.3,"8,389",0,,,,,,,,
2022-23,2,Boston Celtics,82,57,25,0.695121951,3996,117.3,110.6,6.7,63.2,2,19.1,25.5,74.6,50.6,13.3,56.6,60,99.15,53.4,"8,247",0,,,,,,,,
2022-23,3,Philadelphia 76ers,82,54,28,0.658536585,3976,117,112.7,4.4,61.6,1.84,18.6,25.8,72.1,49.6,13.9,56.3,60.8,97.44,52.4,"8,072",0,,,,,,,,
2022-23,4,Denver Nuggets,82,53,29,0.646341463,3951,116.8,113.5,3.3,66.3,1.99,20.5,28.9,72.7,51.4,14.7,57.3,60.1,98.74,52.5,"8,129",1,,,,,,,,
2022-23,5,Cleveland Cavaliers,82,51,31,0.62195122,3976,115.5,109.9,5.6,60,1.87,18.6,27.3,71.5,49.6,13.7,55.6,59,96.27,53.1,"7,972",0,,,,,,,,
2022-23,5,Memphis Grizzlies,82,51,31,0.62195122,3956,114.7,110.7,4,59.6,1.91,18.2,30.2,71.1,50.7,13.3,54,57,101.5,51.9,"8,360",0,,,,,,,,
2022-23,7,Sacramento Kings,82,48,34,0.585365854,3966,118.6,116,2.6,62.6,2.02,19.3,26.5,73.1,49.9,13.3,57.2,60.8,100.99,51.1,"8,343",0,,,,,,,,
2022-23,8,New York Knicks,82,47,35,0.573170732,3991,117,114.2,2.8,54.6,1.77,16.6,31.8,72.7,52.1,13.1,54.1,57.7,97.75,50.9,"8,134",0,,,,,,,,
2022-23,9,Brooklyn Nets,82,45,37,0.548780488,3946,114.6,113.5,1.1,61.6,1.86,18.9,23.4,68.9,47.2,13.9,56.2,59.8,98.77,51,"8,111",0,,,,,,,,
2022-23,9,Phoenix Suns,82,45,37,0.548780488,3956,114.5,112.3,2.2,64.7,2.01,19.3,30.7,71.4,50.8,13.6,53.5,57,98.83,51.4,"8,141",0,,,,,,,,
2022-23,11,Golden State Warriors,82,44,38,0.536585366,3966,115.1,113.4,1.7,69.1,1.83,20.4,27.7,71.9,50.2,15.8,57.1,60,102.54,51,"8,472",0,,,,,,,,
2022-23,11,LA Clippers,82,44,38,0.536585366,3966,114,113.6,0.5,58.1,1.68,17.5,27.3,73.1,50.5,14.3,55.1,58.8,98.84,49.8,"8,168",0,,,,,,,,
2022-23,11,Miami Heat,82,44,38,0.536585366,3961,112.3,112.8,-0.5,60.8,1.77,17.8,27.4,73.3,49.8,13.8,53,57.4,96.76,49.6,"7,991",0,,,,,,,,
2022-23,14,Los Angeles Lakers,82,43,39,0.524390244,3976,113.9,113.2,0.7,58.9,1.8,17.9,26.9,72.7,50.5,13.7,54.2,58.2,101.92,51.1,"8,436",0,,,,,,,,
2022-23,15,Minnesota Timberwolves,82,42,40,0.512195122,3966,113.3,113.1,0.2,61,1.71,18.6,25.8,70.3,48.5,15,56,59.2,101.55,50.3,"8,383",0,,,,,,,,
2022-23,15,New Orleans Pelicans,82,42,40,0.512195122,3971,113.8,112,1.9,61.6,1.77,18.5,29,73.2,51.2,14.5,54.3,58.2,99.58,51.4,"8,239",0,,,,,,,,
2022-23,17,Atlanta Hawks,82,41,41,0.5,3971,115.5,115.4,0.1,56,1.93,17.6,28.9,71.7,50,12.6,54.1,57.9,101.56,50,"8,407",0,,,,,,,,
2022-23,17,Toronto Raptors,82,41,41,0.5,3961,114.6,113.1,1.5,57.1,2.05,17.2,31.6,72.1,50.2,11.8,51.7,55.5,97.85,49.6,"8,076",0,,,,,,,,
2022-23,19,Chicago Bulls,82,40,42,0.487804878,3981,112.8,111.5,1.3,57.5,1.83,18.1,23.6,73.6,49.3,13.3,55,58.7,99.18,51.2,"8,225",0,,,,,,,,
2022-23,19,Oklahoma City Thunder,82,40,42,0.487804878,3971,114.2,113.2,1,56.7,1.87,17.2,28.9,69.3,48.7,12.7,53.1,57,101.94,49.8,"8,435",0,,,,,,,,
2022-23,21,Dallas Mavericks,82,38,44,0.463414634,3986,115.9,116.1,-0.2,57.3,1.88,17.4,22.6,71.7,47.1,12.4,56.5,59.9,97.21,48.7,"8,082",0,,,,,,,,
2022-23,22,Utah Jazz,82,37,45,0.451219512,3961,115.3,116,-0.7,61.1,1.69,18.2,30.8,71.1,51.2,15.1,54.7,58.4,101.02,49.8,"8,329",0,,,,,,,,
2022-23,23,Indiana Pacers,82,35,47,0.426829268,3951,113.8,117.1,-3.3,64.3,1.81,18.9,28.5,68.5,48.2,14.6,54.5,58.1,101.68,48.2,"8,377",0,,,,,,,,
2022-23,23,Washington Wizards,82,35,47,0.426829268,3951,113.7,114.9,-1.2,60.3,1.8,18.5,27.3,72.4,50.5,14.2,55,58.5,99.16,50.4,"8,161",0,,,,,,,,
2022-23,25,Orlando Magic,82,34,48,0.414634146,3956,111.3,113.7,-2.3,57.4,1.54,17,28.1,73,50.5,15.1,53.2,57.3,99.66,48.5,"8,205",0,,,,,,,,
2022-23,26,Portland Trail Blazers,82,33,49,0.402439024,3946,114,118,-4,59.7,1.67,17.8,26.4,70.9,48.6,14.5,54.9,58.9,99.25,47.4,"8,157",0,,,,,,,,
2022-23,27,Charlotte Hornets,82,27,55,0.329268293,3966,108.4,114.7,-6.3,60.9,1.77,17.8,27.6,71.7,49.1,13.9,51.6,55.1,101.47,47.3,"8,390",0,,,,,,,,
2022-23,28,Houston Rockets,82,22,60,0.268292683,3951,110.5,118.6,-8.1,55.1,1.38,16,34.4,72.9,53,16.2,51.6,55.4,99.74,45.7,"8,220",0,,,,,,,,
2022-23,28,San Antonio Spurs,82,22,60,0.268292683,3971,109.7,119.6,-9.9,63.2,1.78,18.7,29.9,70.9,49.5,14.8,52.5,55.4,102.07,45.2,"8,451",0,,,,,,,,
2022-23,30,Detroit Pistons,82,17,65,0.207317073,3961,109.9,117.8,-7.9,58.1,1.52,16.7,29.2,70.2,49.1,15,52,56.1,99.88,44.9,"8,231",0,,,,,,,,
2021-22,1,Phoenix Suns,82,64,18,0.780487805,3946,114.2,106.8,7.5,62.7,2.12,19.5,26.4,72.8,50.3,12.9,54.9,58.1,100.26,54.8,"8,242",0,,,,,,,,
2021-22,2,Memphis Grizzlies,82,56,26,0.682926829,3956,114.3,108.9,5.3,59.7,1.97,17.9,33.8,72.6,52.6,13,52.2,55.3,100.52,53,"8,295",0,,,,,,,,
2021-22,3,Golden State Warriors,82,53,29,0.646341463,3946,112.1,106.6,5.5,66.9,1.82,19.5,26.9,73.6,51,15,55.2,58.2,98.74,53.6,"8,121",1,,,,,,,,
2021-22,3,Miami Heat,82,53,29,0.646341463,3971,113,108.4,4.5,64.4,1.75,18.8,27.8,73.5,51,14.9,54.7,58.4,96.53,52.9,"7,987",0,,,,,,,,
2021-22,5,Dallas Mavericks,82,52,30,0.634146341,3951,112.5,109.1,3.5,59.5,1.87,17.8,25.6,73.3,49.6,13,53.8,57.2,95.64,51.1,"7,871",0,,,,,,,,
2021-22,6,Boston Celtics,82,51,31,0.62195122,3981,113.6,106.2,7.4,60.9,1.82,18.2,27.7,72.5,50.9,13.9,54.2,57.8,97.26,54.7,"8,068",0,,,,,,,,
2021-22,6,Milwaukee Bucks,82,51,31,0.62195122,3951,114.3,111.1,3.2,57.2,1.78,17.3,26.9,74.7,51.2,13.3,54.6,58,100.59,51.6,"8,284",0,,,,,,,,
2021-22,6,Philadelphia 76ers,82,51,31,0.62195122,3961,113,110.2,2.8,60.2,1.89,17.9,24.6,72.4,49,12.9,53.4,57.8,96.71,51.7,"7,975",0,,,,,,,,
2021-22,9,Utah Jazz,82,49,33,0.597560976,3946,116.2,110,6.2,55.2,1.6,16.7,30,73.8,52.5,14.3,55.5,58.9,97.5,52.8,"8,014",0,,,,,,,,
2021-22,10,Denver Nuggets,82,48,34,0.585365854,3961,113.8,111.5,2.3,66.7,1.92,20,26.8,75.2,51.5,14.6,55.6,59,98.41,51.6,"8,123",0,,,,,,,,
2021-22,10,Toronto Raptors,82,48,34,0.585365854,3971,112.1,109.9,2.2,54.3,1.77,16.1,32.5,71.4,50.8,12.8,51,54.3,96.63,49.4,"8,000",0,,,,,,,,
2021-22,12,Chicago Bulls,82,46,36,0.56097561,3946,112.7,113.2,-0.5,57.2,1.86,17.8,24.9,73.5,49.5,13,54.1,57.9,98.76,49.6,"8,124",0,,,,,,,,
2021-22,12,Minnesota Timberwolves,82,46,36,0.56097561,3956,113.8,111,2.7,61.7,1.79,18.1,28.4,70.6,49,14.1,53.9,57.3,101.47,50.4,"8,357",0,,,,,,,,
2021-22,14,Brooklyn Nets,82,44,38,0.536585366,3951,113.2,112.3,0.9,60.2,1.8,18.3,28.1,70.4,49.9,14.1,54,57.6,99.4,51.2,"8,177",0,,,,,,,,
2021-22,14,Cleveland Cavaliers,82,44,38,0.536585366,3946,111,108.9,2.1,63.4,1.75,18.7,27.7,72.4,50.6,14.8,53.8,57.1,96.83,51.7,"7,964",0,,,,,,,,
2021-22,16,Atlanta Hawks,82,43,39,0.524390244,3941,115.4,113.7,1.6,59.3,2.08,18.1,26.9,73.1,50.1,12,54.3,58.1,98.67,50.9,"8,099",0,,,,,,,,
2021-22,16,Charlotte Hornets,82,43,39,0.524390244,3976,113.6,113.1,0.5,65.6,2.12,19.6,27,70.6,48.6,13.1,54.4,57.2,100.52,50.4,"8,322",0,,,,,,,,
2021-22,18,LA Clippers,82,42,40,0.512195122,3956,109.5,109.5,0,59.9,1.75,17.7,25.4,70.6,48.6,13.9,53.1,56.4,98.51,50.2,"8,121",0,,,,,,,,
2021-22,19,New York Knicks,82,37,45,0.451219512,3956,109.7,110.2,-0.4,58.1,1.65,16.4,29.1,74,51.2,13.7,51.3,55,96.42,49.1,"7,958",0,,,,,,,,
2021-22,20,New Orleans Pelicans,82,36,46,0.43902439,3951,111.2,112,-0.8,62.1,1.78,18.1,30.6,74.2,51.8,14.3,51.7,55.7,98.02,50,"8,060",0,,,,,,,,
2021-22,21,Washington Wizards,82,35,47,0.426829268,3966,110.2,113.6,-3.4,61.7,1.91,18.5,24.7,73.1,49.4,13.3,53.2,56.8,97.8,49.6,"8,079",0,,,,,,,,
2021-22,22,San Antonio Spurs,82,34,48,0.414634146,3961,111.9,111.7,0.2,64.6,2.19,19.5,28.1,71.1,49.4,12.6,52.7,55.6,100.51,51,"8,290",0,,,,,,,,
2021-22,23,Los Angeles Lakers,82,33,49,0.402439024,3996,110,112.8,-2.9,57.6,1.65,17.3,25.6,72,49,14.2,53.7,56.7,100.47,48.2,"8,360",0,,,,,,,,
2021-22,24,Sacramento Kings,82,30,52,0.365853659,3961,109.6,114.8,-5.2,58.5,1.68,17.3,25.9,71.4,48.4,14,52.5,56.1,100.1,47.3,"8,252",0,,,,,,,,
2021-22,25,Portland Trail Blazers,82,27,55,0.329268293,3946,107.3,116.3,-9.1,59.5,1.58,17,26.8,72.1,48.7,14.6,51.5,55,98.74,44.7,"8,120",0,,,,,,,,
2021-22,26,Indiana Pacers,82,25,57,0.304878049,3976,111.9,115.5,-3.6,61.2,1.76,18.1,31,72.5,51.2,14.5,53.1,56.4,98.55,47.8,"8,166",0,,,,,,,,
2021-22,27,Oklahoma City Thunder,82,24,58,0.292682927,3961,103.8,111.7,-8,58,1.59,16.4,25.6,72.7,48.7,14,49.7,53,99.39,45.1,"8,198",0,,,,,,,,
2021-22,28,Detroit Pistons,82,23,59,0.280487805,3956,105.6,113.3,-7.7,61.5,1.65,17.1,27.6,70.7,48.1,14.3,49.4,53.3,98.81,45,"8,141",0,,,,,,,,
2021-22,29,Orlando Magic,82,22,60,0.268292683,3956,103.9,112.1,-8.1,62,1.64,17.4,24.9,73.5,49,14.4,50.3,53.8,99.71,45.8,"8,223",0,,,,,,,,
2021-22,30,Houston Rockets,82,20,62,0.243902439,3951,108.1,116.4,-8.3,59.8,1.43,17.1,26.5,71,48.5,16.2,53.4,56.5,101.16,45.1,"8,323",0,,,,,,,,
2020-21,1,Utah Jazz,72,52,20,0.722222222,3471,116.5,107.5,9,57.3,1.66,17.3,28.4,75.7,52.9,14.2,56.3,59.7,99.37,54.2,"7,193",0,,,,,,,,
2020-21,2,Phoenix Suns,72,51,21,0.708333333,3496,116.3,110.4,5.9,62.2,2.15,19.6,24.8,74.1,50,12.6,56.4,59.7,98,53.4,"7,137",0,,,,,,,,
2020-21,3,Philadelphia 76ers,72,49,23,0.680555556,3486,112.5,107,5.5,57.2,1.64,17.2,27.7,73.7,51.1,14.3,54.1,57.9,100.12,53.6,"7,272",0,,,,,,,,
2020-21,4,Brooklyn Nets,72,48,24,0.666666667,3481,117.3,113.1,4.2,62.1,1.98,19.3,25.2,72.6,50.3,13.4,57.5,61,100.27,53.2,"7,280",0,,,,,,,,
2020-21,5,Denver Nuggets,72,47,25,0.652777778,3496,116.3,111.5,4.8,62.1,1.99,19.3,29.2,75.1,52.2,13.6,55.7,58.8,97.74,52.5,"7,123",0,,,,,,,,
2020-21,5,LA Clippers,72,47,25,0.652777778,3456,116.7,110.6,6.1,58.4,1.85,18.1,27,75.4,51.8,13.5,56.4,59.9,97.63,53,"7,036",0,,,,,,,,
2020-21,7,Milwaukee Bucks,72,46,26,0.638888889,3466,116.5,110.7,5.8,56.9,1.84,18,26.9,75.5,51.9,13.4,56.6,59.3,102.85,53.3,"7,423",1,,,,,,,,
2020-21,8,Dallas Mavericks,72,42,30,0.583333333,3461,114.6,112.3,2.3,55.7,1.9,17.2,25.3,73.4,49.6,12.3,55,58.2,97.94,51,"7,062",0,,,,,,,,
2020-21,8,Los Angeles Lakers,72,42,30,0.583333333,3491,109.8,106.8,2.9,60.7,1.62,18,26.9,74.8,51.1,15.2,53.6,56.9,98.85,51.7,"7,184",0,,,,,,,,
2020-21,8,Portland Trail Blazers,72,42,30,0.583333333,3461,117.1,115.3,1.8,51.5,1.92,15.9,27.3,73.1,49.5,11.2,54,57.7,98.97,49.3,"7,137",0,,,,,,,,
2020-21,11,Atlanta Hawks,72,41,31,0.569444444,3481,114.3,112.1,2.2,59.1,1.82,17.6,28.4,74.2,51.6,13.3,53.9,58.1,98.68,51.1,"7,160",0,,,,,,,,
2020-21,11,New York Knicks,72,41,31,0.569444444,3486,110.2,107.8,2.4,54.3,1.65,16.3,26.4,73.8,50.5,13.3,52.4,55.9,96.32,50.2,"6,994",0,,,,,,,,
2020-21,13,Miami Heat,72,40,32,0.555555556,3476,110.6,110.7,-0.1,67.1,1.87,19.5,24,73.3,49.1,14.4,54.6,58.1,97.09,50.9,"7,036",0,,,,,,,,
2020-21,14,Golden State Warriors,72,39,33,0.541666667,3461,110.5,109.4,1.1,67,1.84,19.6,22.2,72.7,48,14.6,55.1,58.3,102.81,51,"7,412",0,,,,,,,,
